사용자,평점,댓글 내용,감정
한씨,3,치고 빠지기를 할 줄 아는 완급 조절이 탁월한 카체이싱 액션이 인상 깊은 범죄 오락 액션,긍정
무비라이더,2,21세기에 엄마 찾아 삼만리 같은 영화를 보게 될 줄은...,부정
레논쿠키,2.5,"온몸을 부딛쳐 모든 걸 부숴버리는 박소담을 얻고
아이를 보호하려는 의지가 조금이라도 없는 방법론에 분노를 더블로 얹다.",중립
강유현,2.5,"- 날 것의 폭력이라는 최종장까지 익숙한 길들을 우직하게 달린다.

22.01.15 상봉CGV",중립
심야할인,2.5,낯익은 소재보다는 뻔한 전개가 문제.,중립
Recloser,3,"여성판 <드라이브>에 <베이비 드라이버> 대강 섞어버리고 거기에 아이로 신파 추가요~ 그런데 의외로 나쁘진않음

2022-01-15 / cgv대구스타디움",긍정
지구,0.5,한현민은 빼자,부정
최대한,3.5,뭐지 저 예상평점,긍정
댱오니,3,"클리셰와 신파 범벅으로 한계가 명확했지만, 전반적인 승차감은 괜찮네",긍정
신민,2,"극중 배짱있게 행동하라는 대사가 나오는데, 정작 영화가 배짱있게 행동하지 못한거 같다. 흥행 안전장치가 그리 필요했나?

타율 낮은 개그, 흥을 깨는 슬로모션, 관객이 쉽게 감동 받을거라 생각하는 안일함까지 갖췄다.

덧,
송새벽의 연기는 만족스러웠다.",부정
제로콜라,3.5,"내용자체는 흔하디 흔한 범죄물이지만,
이런 영화가 나쁘지 않다.
모든 배우들의 연기가 좋았다.
특히, 주인공 박소담 배우의 액션이 잘 어울렸고,
송새벽 배우의 악역이 너무 잘 어울렸다.",긍정
김민욱,2,"진짜 미안한데, 애가 뭔가를 할 때마다 안쓰럽거나 슬픈게 아니라 좀 짜증부터 난다... 내가 이상한건가",부정
다비,3,"이 영화 최대 빌런: 시종일관 아줌마 거리면서 쳐울고 다방면으로 사고치고 다니면서 주인공 위험에 몰아 넣는 애새끼. 어른들 영화에 애를 넣을 거면 캐릭터 잘 좀 잡아주길

+ 장은하의 서사가 허술한 점이 아쉬웠음",긍정
MAN OF STEEL,2,서원이와 가까워지는 에피소드가 좀 더 있음 괜찮을 듯,부정
강기철,2,"흐름에 따라 차가 다운그레이드된다 영화 흐름도 함께…
그냥 개인적으로 영화 끝까지 무리해서라도 m3를 끌고 다녔으면 더 좋았을까 싶은데
초반은 식상해도 너무 좋았는데 아아 마시면서 운전하는 박소담의 케릭터는 붕괴되면서 혼란이 느껴졌고 송새벽의 특이한 리듬의 연기는 돋보였다",부정
Gun-Woo Lee,3,"차량씬 좋았는데 너무 적어서 아쉽
차 바뀔때마다 어떻게 질주하나 궁금했는데.. ㅠㅠㅠ
뒤로 갈수록 액션영화로 둔갑한것도 아쉽
하지만 송새벽님의 악역 너무 좋았음~",긍정
Duly,3,"박소담은 매력적
송새벽도 대단한 배우
나는 내가 애들을 좋아하는지 알고 있었지 뭐야 이영화 아니었으면 계속 그렇게 생각할 뻔 ㅎㅎ
박소담 때문에 본 건데 그 목적 하나면 성공적
영화를 보러 온 거면 실패",긍정
수영,2,"박소담
미쳤나?
자기야",부정
호두,0.5,엄마가 좋았으면 그걸로 됐다,부정
이우진,1,유튜버 거의없다님이 리뷰하실거를 생각하니 정말 재미있겠네요,부정
Highyell,3,면허 딴지 한달되서 이 영화를 봤으니 얼마나 재밌게요,긍정
Seung Cheol Lee,2,"특송이라고 쓰고 아줌마라 읽는다
아저씨가 생각나는 영화",부정
신정민,2.5,뻔한 한국 범죄 오락 영화의 스토리를 박소담의 매력으로 커버했다. 108분짜리 박소담 화보집,중립
줄납자루,1.5,"무서워

의미없이 잔인하다",부정
해석왕 고태일,2.5,트랜스포터를 한국에 배송,중립
소금,1.5,"솔직히 엄청 잘난 영화는 아닌데..
박소담 송새벽이 멱살잡고 가주고
애기랑 여자가 메인인데 모녀도 남매도 아니고 친구인거
생각보다 괜찮구만
안 봐놓고 역하다느니 베이비드라이버 케이패치 표절이라느니.... 중국 영화와 다를 바가 없다느니...
ㅋㅋ ㅋ ㅋㅋ ㅋㅋㅋ 아 웃겨
아는 레이싱 영화 베이비 드라이버밖에 없는 찐따들 같당...",부정
YCLeo,1,"별 기대 안 했는데, 그 이하였다.",부정
사춘기,2.5,"그럴싸하지만 결국은 죄다 이미 봤던 것들을 넘어서질 못한다. 카체이싱의 쾌감은 괜찮지만 너무 짧고 적다.
.
박소담때문에 봤지만 아무리 봐도 박소담은 미스캐스팅. 발성자체가 캐릭터와 너무 어울리지 못한다.",중립
정종혁,2.5,힙한 차량 액션과 매끄럽게 연결되지 못한 채 분절된 하드보일드. 심지어 각각의 장점을 희석시키며 끼워 넣은 통속적 휴머니즘이 호흡을 망친다. 박소담과 송새벽의 기량은 최대치.,중립
규민,3,"말 줄이고 어서 shut up and drive  ~~~
드라이버 액션 좋았다, 티탄 리메이크하면 박소담이 해도 될 듯.",긍정
리버,2.5,박소담 배우 원탑이라고 좋아했지.. 근데 조폭에 빨갱이 소리하는걸 2022년에 볼줄은 몰랐지..,중립
최영생,2.5,"특송까진 아니고 좀 거친 일반 배송?

거기서 왜 그런 음악을...",중립
MovieStroy02,3,"운전하고 싶어지게 만드는 영화
카체이싱 액션 부분도 마음에 들었고
박소담 배우님만 눈에 들어오네요 ㅋㅋ
킬링타임용으로 최고였습니다.",긍정
지은이,1.5,#220112 #LLJ #5,부정
선숙,2.5,카체이싱은 재밌었는데... 결말 별로고.. 내용도 뻔한 내용이고...,중립
신준호,1,"하하하!
어때? 시원하지? 통쾌하지? 스릴있지? 재밌지? 박소담 개쩔지?

마지막것만 동의
혹시 박소담배우가 당근을 흔드는 장면이 있었나요?",부정
Sansiro,2,"카체이싱도 송새벽씨 악역도 초반까진 좋았다…
그리고 남한에 와서 범죄자가 되는 새터민 설정은 대체 언제까지 봐야되는건데?",부정
김승혁,2,"애가 울면서 징징대는 거 보고 머리가 띵하고
결말보고 머리에 물음표만 가득 담겼다.
결국 카체이싱하는 박소담과 송새벽의
악당 연기만 남게 됐다.",부정
카리소케,2.5,배달사고 스케일이 좀 작다.,중립
YongJo,3,"끝내주는 오프닝, 환상적인 BGM, 준수했던 자동차액션.
한국형 양산영화의 뻔한 전개에다가 형편없고 매력없는 빌런들까지 너무 많이 나와 피로감이 쌓이는 것은 단점.",긍정
marou,2,"초반은 경쾌, 결국엔 맨온파이어+레옹+아저씨+베이비드라이버, 제2의 아저씨는 제발 이제 그만.
+
조명이 특급",부정
마틴,2,설렁설렁 불량 배송 속 살아남은 캐릭터의 맛...,부정
윤노,1,"한국영화의 단점들을 긁어모아 뭉친 설 특집 팝콘무비

- 초반 카체이싱 장면에 이 영화의 모든 장점과 단점이 집약되어있다. 관객들의 눈을 사로 잡는 액션을 보여주려다가.. 슬로우모션.. 배우들의 얼굴 클로즈업.. 그러다가 풀샷... 아니 뭐에 집중하라고. 중구난방한 화면땜에 그 어디에도 집중 할 수 없음.

- 스토리 역시 중구난방. 할 말이 굉장히 많지만.. 나중에 따로 써야지.

- 카체이싱 액션 별로, 각본 별로, 연출 별로, 캐릭터 매력의 부재로 배우들의 연기 역시 붕 뜸, 가장 최악은 대사가 맛이 없음.",부정
콩자,2.5,특별한 배송이 아닌 특별해지고싶었던 배송인가?,중립
남국현,1,부서진 차 값이 더 아깝다.,부정
유철,2,다송이가 끝말잇기 타령을 하는 이유는 영화를 끝말잇기 마냥 여기저기 이어 붙여서 만들었다는 의미가 아닐까? 그래도 문장 째 갖다 쓰진 말았어야지,부정
모아이,1,공장에서 찍어내듯 만든 영화 감독이 문제다. 새롭지도 않고 여기저기 붙여다가 만든 영화.,부정
liilliil,3.5,킬링타임용 영화로써 평타는 친다,긍정
김영롱,2,"RPG, 리듬 파워 집중력!.... 이 필요하다...
.
장르 도전은 이해하는데, 원래 잘 해야되는 부분은 잘 해야지... 이래서야 도전이 핑계밖에 더되나
.
올해 첫 영화",부정
임현빈,2.5,"이거  저거 섞다가, 이도 저도 아니게 된 전형적인 사례",중립
Jihak Moon,2.5,"박소담,송새벽
차량액션빼면 나머진 …",중립
로재,1.5,"베이비드라이버 + 레옹/아저씨 심지어 노래는 X-men 아포칼립스 sweet dreams 짝퉁인가..?

송새벽 배우의 재발견이 즐거우면서도 왜 자꾸 레옹의 게리 올더만이 연상되는건 왤까",부정
ㄱㅜㅣ,,뤽 베송의 퀵 배송,알 수 없음
ADEN,2,"카체이싱이라도 괜찮아서 다행이다
라고 말해줘야 할까?",부정
송씨네,3.5,"여성과 레이싱. 위험한 배송작전에 휘말린 여성과 한순간 특송 대상이 된 아이와의 모험이 그려진 작품입니다. 여성 드라이버 은하는 한 폐차 관련 업체에서 일하고 있습니다. 하지만 이 곳의 진짜 비밀은 사람이나 물건을 정해진 장소로 배송하는 곳이죠. 묘하게도 밀항 예정자들이 주 고객이죠. 새로운 고객은 야구 승부 조작으로 거액의 돈을 챙기고 도주하는 브로커 두식과 그의 아들 서원. 거액의 돈이 숨겨져 있는 OTP USB를 훔치게 되고 두식과 한패였던 비리 형사 경필은 이 돈을 가로채기로 합니다. 아들 서원만 은하의 차에 탑승한 상황에서 경필 뿐 아니라 국정원 요원 미영도 이들을 쫓고 있습니다. 신선해보이는 조합인 것 같지만 큰 착각이 아닐까 생각됩니다. 캐릭터가 입체적이지 못하니 당연 시나리오도 부실하게 느껴지죠. ‘기생충’ 이후 다시만난 박소담 씨와 정현준 군의 캐미는 여전하고요. 송새벽 씨의 연기 톤이 살짝 달라진 점도 인상적입니다만 탈북자 출신의 은하, 외국인 아시프 등의 캐릭터를 그냥 캐릭터로만 만들고 활용을 못합니다. 더구나 아시프 역의 한현민 씨는 엄연히 한국인인데 외모로 이런 역할을 주었다는게 문제가 아닐까 싶고요. 김의성 씨가 맡은 백사장은 드라마 ‘모범택시’와 비슷한 캐릭터를 연이어 맡아 차별화가 없었고요.  물론 카 체이싱은 공들인 흔적이 보입니다. 아슬아슬하게 열차를 피해 넘어가는 자동차나 스프링클러를 이용한 액션도 좋았습니다. 그 뿐입니다. 한국판 여성버전의 ‘베이비 드라이버’를 만들고 싶어했던 것 같은데 욕심이 많았던 것 같습니다. 미안한데 이 영화가 왜 로테르담 영화제에 초청되었는지 의문이군요.",긍정
Empty land,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
혜니,3,이런들 저런들 박소담 최고,긍정
mr.park,2,스포일러가 포함되어 내용을 생략했습니다.,부정
창개구리,2.5,훌륭한 카체이싱에 비해 부실했던 주변 설정들,중립
하면된다,2,비슷한거,부정
김레이,2.5,박소담 배우가 다 했음,중립
코난,1,"2022.01.04
한국 영화 특유의 레파토리 짬뽕
아무리 그래도 수중씬은 선을 씨게 넘네",부정
밖에비온다,3,"제시카 선생님과 다송이의 우당탕탕 특송 대 작전

괜찮다고 생각되는 장면은 뭔가 애매해서 아쉬웠고
유치한 대사와 인물들, 스토리가 참 아쉽지만

현준이가 너무 이쁘다 ,, 진짜 이쁘다 ,, 사랑해 현준아",긍정
정본,,박소담 배우가 필모를 관리했으면 하는 바람,알 수 없음
YNWA,,[관람전] 야~~우리도 베이비 드라이버 같은 영화 만들어보자~~ 음악은 잘 모르니까 OST는 빼자~~,알 수 없음
전 형,3,애기를 빼고 확실하게 청불로 가는게 어땠을까,긍정
HISUTORY,2,담슝슝~ 🚙,부정
전정혜,3,"박지현, 박규영이 아줌마였음 별 4개 줬다.",긍정
박스오피스 셔틀,1.5,"관객 수 :  444,438명

제작비 정보 없음(50억 추정), 손익분기점 160만 명.

코로나 이후 어려움을 겪는 중급 규모 한국 상업 영화들.",부정
아무것도하기싫어요,4,왜? 재밌던데,긍정
1i4UT4lc,2.5,내가 만든 영화같다. 왜냐면 내가 좋아하는 배우들이랑 요소를 다 갖다썼는데 스토리랑 감정선이 너무 구리고 레퍼런스가 다 티나는데 멋이 하나도 없기 때문이다. 나는 영화감독이 아니기 때문에 만약에 내가 영화를 만든다면 이런게 나올게 분명하다. 이 영화가 참고서로 삼은 작품들이랑 별개로 차라리 <다만악>처럼 가거나 아니면 류승완 필모 같은 맛이 났으면 어땠을까 생각해본다. 그리고 트림이 너무 많이 나온다. 웃기려고 넣었겠지? 근데 안 웃기다.,중립
연희,2,<레옹>이 <아저씨>가 돼서 <베이비 드라이버>를 찍으면,부정
자세히,2,2024.05.에어프레미아에서 봄,부정
이드,1.5,자동차 운전은 나름 좋았는데 결말이 참... 뭘 본거지,부정
쿠쿠루삥뽕,2,운전실력 대단하시네요!,부정
땅콩,2.5,소담 연기볼려고 끝까지 봤다. 딱 거기까지.,중립
이화,4,시원한 드라이브액션,긍정
산곡동몽키스패너,1,스포일러가 포함되어 내용을 생략했습니다.,부정
UM,1.5,초반부 카체이싱 액션 시퀀스까지만 봐도 될 것 같다.,부정
borntoloveto,3.5,스타일리시한 한국형 여배우 액션물의 새로운 장.,긍정
keorm,2.5,"깔끔한 액션 영화. 캐릭터들과 액션이 좋았고, 어설픈 군더더기 서사가 없어서 차라리 좋았다.
===============
2022년 1월 12일 개봉한  박대민 감독의 한국 영화. 주연들의 연기력이 준수하고 카체이싱 장면이나 장면에 따라 적절하게 들어가는 준수한 BGM과 같은 요소들은 관객들에게 좋은 평가를 받았다. 단순히 차량 액션만 있는 것은 아니고 박소담의 맨몸 액션도 상당히 많은 비중을 차지한다. 전형적인 액션물의 주인공인 박소담의 은하 역이나, 레옹의 노먼 형사가 떠오르는 송새벽의 조경필 형사 배역과 같이 어찌보면 클리셰적이고 평범하게 비칠 수 있는 주역들을 연기자들이 잘 살려냈다는 것에는 전반적으로 호평이 많은 편. 전체적으로 킬링타임용 오락 영화로서는 적절하다는 것이다. 소재 부분에서 레옹과 베이비 드라이버, 트랜스포터 등의 장르물들이 강하게 연상되는 것은 부정할 수 없다. 특히 베이비 드라이버를 오마주한 부분이 꽤나 많이 등장하는데, 중반부 주차 타워에서의 자동차 추격전과 후반부 백 사장이 금고에서 산탄총을 꺼내 쏘는 부분 등이 있다. 그 와중에 여러 장르물이 뒤섞여서 개연성에까지 지장을 준 부분이 비판받는 점인데, 운전실력이 베이비 드라이버의 주인공을 뺨치는 수준인 것을 넘어서 후반부 들어서 장르가 바뀌는 것처럼 박소담 배역의 은하가 탈북자였고, 탈북 당시 피투성이었다는 설명만이 별다른 복선이 없이 갑자기 등장하면서 혼자서 깡패들 여럿을 학살하거나 총에 맞아도 끄떡없이 살아나는 등[더구나 은하는 깡패들과 혈투를 벌이고 총에 맞은 뒤, 조 형사에 의해 팔에 수갑이 채워진 채 깊은 바다로 가라앉아 거의 사망에 가까운 상태였으나, 후반부에 갑자기 생채기 하나 없이 멀쩡하게 차를 운전해서 나타난다], 영화 아저씨의 차태식을 연상케 하는 인간병기로 변모하는 식의 뜬금없이 넘어가는 엉망진창의 개연성에서 큰 혹평을 받았다. 작중 은하의 나이가 서른살도 안 됐다면서 꼬마에게 아줌마라 불리는 상당히 괴상한 설정이 존재하는데 아마 영화 아저씨에서 김새론이 원빈을 아저씨라 부르는 그들의 관계를 흉내내어 따라한 것일 가능성이 높다.

예상치 못한 배송사고로 걷잡을 수 없는 사건에 휘말린 특송 전문 드라이버 ‘장은하’. 어쩌다 맡게 된 반송 불가 수하물에 출처를 알 수 없는 300억까지! 경찰과 국정원의 타겟이 되어 도심 한복판 모든 것을 건 추격전을 벌이게 되는데…NO브레이크! FULL엑셀! 성공률 100% 특송 전문 드라이버가 온다!
------------------------------
[특송]은 [그림자 살인], [봉이 김선달]의 감독 박대민의 신작입니다. 원래는 [기생충] 인기를 등에 업고 ([기생충] 배우 두 명이 주연입니다. 박소담, 정현준요) 2년 전에 개봉되었어야 했는데, 역병이 터졌지요. 영화는 한없이 뒤로 밀리다 드디어 내일 개봉합니다. 그러는 동안 박소담은 갑상선 유두암 때문에 수술을 받아 홍보활동을 못하고 있고요.

영화의 주인공 은하는 할리우드 영화에 자주 나오는 드라이버입니다. 범죄를 저질렀거나 기타 수상쩍은 이유 때문에 특별한 운송수단이 필요한 고객들을 현장에서 탈출시키거나 목적지에 데려다 주는 게 일이죠. 그러던 어느 날 고객 대신 고객의 어린 아들을 얼떨결에 떠맡게 된 은하에게 목격자인 아이의 목숨을 노리는 악당들이 달라붙습니다. 주인공으로서 더 이상 프로페셔널한 거리를 유지할 수 없게 된 것이죠. 그러니까 월터 힐의 [드라이버]와 카사베티스의 [글로리아]를 섞은 것 같은 설정입니다. 김대민은 [레옹]의 영향을 더 받았을 거 같아 보입니다만. 특정 캐릭터를 보면 특히 그런 생각이 듭니다.

배배 꼬인 음모가 중심인 시대극이었던 감독의 전작들과는 정반대입니다. 현대물이고 이야기는 아주 단순해요. 그 뒤에 복잡한 음모가 숨어 있긴 한데, 관객들은 굳이 그게 뭔지 알 필요가 없습니다. 은행보안키가 이야기를 끌어가는 맥거핀이라는 것만 이해하면 충분해요. 그 결과는 전작들보다 훨씬 낫습니다. 깊이 같은 건 없지만 시간이 막힘 없이 술술 잘 흘러가고 끝까지 긴장감이 사라지지 않는 대중영화예요. 감독의 능력이 최적화될 수 있는 재료가 이런 거였던 거 같아요. 할리우드 재료이니 얼마나 차별화되느냐가 중요한데, 제가 보기엔 성공한 것 같습니다. 미국에서와 비슷한 일들이 벌어지지만 공간이 달라지니까 액션 또한 달라져요. 좁은 골목, 오르막과 같은 한국 특유의 공간들에서 차를 몰고 들어가면 머슬카들의 결투와는 전혀 성격이 다른 정교한 쥐와 고양이 게임이 가능해지지요. 아, 클래식 카에 대한 미국 영화의 집착이 보이지 않는 것도 특징이라고 할 수 있겠습니다. 이 영화에서 가장 클래식 카 대접을 받는 게 BMW E30 정도인데, 심지어 그 차도 그렇게 주인공 행세를 하지 않아요. 한국의 현실 공간에서 볼 수 있는 평범한 차들의 비중도 그만큼 큽니다.

카 체이스가 아닌 다른 액션의 비중도 크고 특히 클라이맥스는 카 체이스 대신 몸싸움으로 구성되어 있습니다. 그건 좀 아쉬운데, 그래도 그 액션은 잘 짜여졌습니다. 주인공을 '여전사'로 대신 자신과 상대방의 장단점을 제대로 이해하고 익숙한 공간과 도구를 최대한으로 활용하는 똑똑한 사람으로 만들었어요. 주인공 은하의 어깨에 영화 무게 대부분이 걸려 있습니다. 그리고 은하 역의 박소담은 영화가 시작될 때부터 끝까지 쿨해요. 아마 최근 몇 년 동안 나온 한국어 액션 영화 주인공들 중 가장 쿨할 거예요. 일단 불필요한 자기 과시가 전혀 없거든요. 그리고 영화 내내 은하가 얼마나 유능한 전문가인지를 물 흐르는 것처럼 자연스럽고 능숙하게 보여주거든요. 송새벽, 염혜란과 같은 조연진도 만족스러운데, 이들에 대해 자세히 이야기하면 스포일러가 될 거 같아요. 사실은 알아도 별 상관은 없긴 한데, 그래도 최소한의 형식은 존중해야죠? (22/01/11)

기타등등
뒤에 감독의 전작과 연결된 카메오 배우가 한 명 나옵니다.",중립
Seungmin,1.5,당연하게도 몰입할만한 서사는 영화에서 중요한 역할을 한다. 나머지 좋았던 요소들이 힘을 잃을만큼 몰입도가 떨어진다.,부정
혜윤,2,그냥 결말이 아쉬워,부정
dancingwithyourghost,4,"엔딩이마음에든다
라고2022년1월12일일기에적어뒀네
과거의내가",긍정
여정훈 평론가,1.5,럭키 레인보우택시,부정
김태완,1.5,정말...,부정
조재호,1.5,"카체이싱 한 숟가락, 눈물샘 자극 아홉 숟가락",부정
ㅈㅇ,2.5,"음..소담 배우 때문에 봄.
경찰 같지 않은 깡패 경찰 얘기 보는 거... 이제는 좀 지겨움.",중립
은지,2,너네는...이런거 보지마라..🚬,부정
생닭은없어요,1,노잼이라 뭔 내용인지 기억도 안남,부정
박상민,2.5,"근래에 나온 유사한 장르인 뺑반과 비교하면 초중반의 추격씬 장면 연출은 인상적이지만, 후반부를 자동차가 아닌 육탄전으로 장식하는 점은 아쉽다.
송새벽 배우의 연기는 흠잡을 구석이 없을 정도로 인상적이지만, 정현준 배우는 울기만 하고, 박소담 배우는 범죄 액션 장르에 적합치 못한 마스크로 느껴지는 등, 연기 연출에서 아쉬움이 크게 남는다.
그 외에도 제대로 활용하지 조차 않는 탈북민 설정이나 납득되지 않는 은하의 생존, 쓸데없이 반복되는 트림 유머 등 영화의 각본에 전반적으로 아쉬운 점이 많다.",중립
japple,2,"모든 장면이 자꾸 어디 선가 본 듯 한데, 게다가 신파적 감성까지. 애는 그냥 놔둬라. 제발..",부정
댄디큐티,3,개봉시기가 아쉽다.,긍정
Nho Heay-young,2,"어떻게 하면 자동차가 멋지게 달리게 할것인가만 연구한 영화
다른건 다 베끼기.",부정
러브무비,2,카체이싱만 잡았으나 그 카체이싱도 이미 많이 본 듯한.,부정
validbean,3.5,"박소담 액션이 깔끔하고 좋았다
차 액션 신들 꽤 멋있고

스토리야 머 아저씨를 스토리 보고 좋아했던 사람 있나 ㅋㅋㅋㅋㅋ
박소담 진짜 멋있어",긍정
살좁,4.5,고양이는 언제나 옳아,긍정
승민성,0.5,내용물이 쓰레기인데 잘 배달해봤자 무슨 소용?,부정
SOON,2.5,"베이비 드라이버의 여자 배우 버전이라고 해도 무색할만큼 주연배우의 드라이버 실력이 훌륭하게 드러나는 영화였다. 물론 너무나도 뻔한 스토리였지만 그래도 안먹히는 스토리보다는 클래식은 영원하니까...아역배우였던 친구와 박소담배우의 호흡도 너무 좋았고, 주조연 배우들의 연기도 훌륭해서 보는내내 통쾌하고 즐겁게 봤던것 같다. 킬링타임용으로 충분히 재밌는 영화였다. 한치의 오차도 없이 관객이 예상한대로 흘러가서 그점이 가장 아쉬웠던 영화였다. 그럼에도 불구하고 또 이런 영화가 나온다고 해도 볼것 같다.",중립
지ㅇ,1,김의성이 배신 안 하는 게 신박했어요,부정
배우는배운다,2.5,시원한 카체이싱과 과속방지턱 액션,중립
질주,1.5,걍 한국 영화라고 하면 생각날 흔한 스토리 전개와 연출 새로울 것 하나 없는,부정
Lemon girl,3.5,포동 절대 지켜,긍정
이새한,3,오락영화로 즐기는데는 충분,긍정
JeongMinYoo,2.5,보면 볼수록 베이비 드라이버와 레옹이 계속 생각난다,중립
김이수,1.5,내용은 이해 불가.... 운전 실력만 인정,부정
고분자연구실,3,"배송이라는 신박한 개념으로 성미급한 한국사람들의 정서에 걸맞는 능력치를 보여주는데 빈약한 스토리가 아쉽다. 상대적으로 서울대작전과 비교 된다

킬링타임으로는 그래도 나쁘지 않음!",긍정
young,4,운전면허 따고나서 신나는 맘에 운전영화 찾다가 보게된 영화! 스틱으로 운전 뽝뽝뽝 하는 박소담 모습이 넘 좋았다. 보면서 나도 저렇게 운전 잘하면 운전할 맛 나겠다는 생각에 가슴이 불타는 느낌이 듦🔥 남자 애기 하는 넘 귀엽게 생겼고 하는 행동도 귀여웠따. 박소담이랑 애기랑 케미가 잘 맞아보여서 더 꿀잼이였다. 둘이서 바다근처에서 산책하며 대화하는 장면이 기억에 남는다😎,긍정
서동균,3,"새벽에, 새벽에 의한, 새벽을 위한",긍정
하유미라잌댓,3,박소담 액션영화 더 줘,긍정
Köpskam,4,"처음 본 애기 구하려고
가족같은 사람들 인생 박살내버리기",긍정
필네씨,1,그래서 관객에게 배송하고 싶었던 건 무엇일까.,부정
G-Design,3.5,송새벽은 좋았다.,긍정
기어코오네,3,나의 리틀 드라이버.,긍정
강덕인,2.5,"특송이라더니 멋드러진 카체이싱 장면이
극초반 빤짝하더니 갑자기 여성히어로액션물
되버린게 상당히 당황스럽다.
여기저기에서 본듯한 스토리",중립
정주,3,송새벽 좋아,긍정
Moru,3,"의외로 액션이 잘 어울리는 박소담 배우. 소재, 스토리 재탕삼탕이어도 장은하의 액션만으로도 만-족",긍정
Uri,2,"뻔한영화
옛날 선물? 그영화랑도 비슷한것같고",부정
코코,1.5,"익숙한 남의 영화들 이것저것 따와 기워만든
배우들 연기 빼고는 볼게없음
뭣보다 경찰은 약쟁이도아닌데 왜 코를 킁킁거리면서 다니는거야.. 비염이야?",부정
이상인,0.5,"여자판 아저씨를 찍겠다는 말에 혹해서 덥썩 주연을 물어버린 박소담.
근데 영화감독이 재현드라마 전문인가 뭐지 이 엉성한 화면은?",부정
Shah,2,"폭력이 ㄴㅓ무해..
돈없어도 되니까 바르고 조용하게 살다 갈게요..
쫄려서 못보겠네
-
? ? ? ? ?
사장님 너무 슬프고 멋있고여
카무빙도 멋있었어용
중간에 합류한 국정원의 역할은 그것 뿐인가",부정
GeunjooCho,2,난폭운전 최악이십니다,부정
호가든,4,"음악이 너무 세련됐고 박소담이 너무 멋있다
갈수록 아이가 계속 울어서 좀 짜증났는데(어쩔수 없는거 알지만 오디오에서 계속 울어서 ㅠ) 그래도 박소담 멋있는거 보려고 참고 봄",긍정
피카츄돈까스,3,킹소담,긍정
군고구마,1.5,송새벽의 연기변신은 좋았다,부정
Kyung,3,박소담의 카리스마가 좀더 필요함,긍정
강씨네수다,2,"이 영화에서 오로지 김의성 배우만이 캐릭터를 연기한다.

+ 그래도 수중 수갑 채우는 송새벽 배우의 표정은 좋았다.

+ 이상한 음악이 이상한 타이밍에 불쑥 끼어든다.",부정
초록,0.5,킹받는다,부정
100호,4,"서원이 잘커서 로맨스 고..?

운전하는 씬은 몰입이 너무 잘되는데
싸우는 것 까지 잘 할 줄이야",긍정
문학동네 원숭이,3.5,"스토리가 진부해서 그렇지 나름 볼만했다

박소담이 예뻐서 편파점수 들어감

송새벽이 힘없고 만성피로한 미친놈연기 잘하는거 같음",긍정
방구석 영화덕후,1.5,다른 영화들 베낄거면 좀 잘 베끼지,부정
Kimih To,2,"탈북민은 다 슈퍼히어로라는거야 뭐야?
희생의 가치도, 우정이나 의리의 의미도 너무나 무색한 구멍숭숭한 실타레.
마지막엔 보기 민망할정도의 카피카피카피……………..",부정
박예은,3.5,나의 아줌마,긍정
훈재,3,기정이랑 다송이 따랑행,긍정
강윤현,1.5,자동차 액션 말고는 설득력이 없음,부정
Eunji Jeong,3,"스토리는 억지스럽지만
그래도 자동차 추격씬은 나름 괜찮았다.",긍정
darkice,1,초반 카레이싱 딱 하나건진...,부정
평화주의자,3.5,재밌게 잘 봤는데 엔딩이 너무 급해서 아쉽,긍정
Vacancy,2,"뭐 잘났다고 티를 냅니까
잘나기라도 하던가..",부정
우상준,3,ㅇㅇ,긍정
이편식,2.5,박소담이 아깝고 음악이 좋습니다,중립
CBS,2,"뭐든지 섞으면 도 아니면 모인데, 이건 도에 가깝.",부정
어영진,1,2022.10.14,부정
케븐,2.5,많은 것이 오배송되었다.,중립
Hye,5,#2022.10.11,긍정
🔥불광명,1.5,"""부끄럽지만, 가장 한국스러운 작품.
이 영화에 K딱지를 붙여드립니다.""",부정
WatchaPedia,3,한국판 레옹.,긍정
쩌비,2,아이의 등장과 동시에 이야기의 흐름이 정체되고 진부해짐,부정
하얀얼룩말,3,와! 이게 재밌네?!,긍정
라뱅뱅715,0.5,이래서 내가 남자애를싫어해..,부정
이지형,1.5,뭘 위한 캐릭터인지 뭘 위한 액션인지 도무지 알 길이 없음.,부정
으헤헹,3.5,"제법 쫄깃한데? 박소담도 멋있고 여캐 원톱은 희귀해서 더 좋으니까 0.5 추가
.
.
.
.
.
.
.
.
근데 처음 본 아이를 그렇게까지 지키려고 하는 건 조금 이해가 안 가... 고양이 키우는게 약간 그런 거였나? 조그만 생명체에게 보호본능을 느끼는??
거의 하루 - 몇시간 만에 아이를 목숨 걸고 지키는 건 좀 개연성 부족한 듯

그리고 집에서 키우던 고양이를 밖에서 키우면 우짜노~!!!",긍정
큰김,2,"음..딱 생각한 그대로 그 이상 그 이하도 아닌.
재밌지도 재미없지도 않은.
연우진이 좀 더 길게 나왔더라면",부정
