사용자,평점,댓글 내용,감정
오세동,4.5,"메멘토 + 뷰티인사이드 + 느와르(?)
자칫 잘못해도 진부하고 뻔한 신파극이 되겠지만, 참 잘 섞었다.
끊임없이 궁금하게 만들고, 긴장하게 만든다.
관객으로 하여금 주인공과 같은 긴장감과 호기심을 갖게 하며 몰입감을 키운다.
연기, 스토리라인, 개연성에 연출까지 참 잘 만들었다.
초반, 거울로 연출하는 부분이 인상깊다.
.
ㅡ스포있음ㅡ
.
기억을 잃은체로 타인의 몸에서 정신을 차린 주인공.
12시간마다 몸이 바뀐다.
연관된 사람을 조사해보니
주인공 강이안을 배신한, 부패한 국가조직이 ""빼돌린 마약""을 강이안에게 주입해서 유체이탈을 경험하게 된 것.
결국 모조리 복수하고, 영화 마지막 장면에서 강이안의 의식이 돌아오는듯 하며 영화는
끝
ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ
굉장히 기대 안하고 봤는데
기대이상이어서 기분좋아졌다.
.
2021.12.03
.",긍정
Jamoongsss,3.5,"흥미로운 소재로 흡입력이 대단했다. 잠깐 딴 생각하면 바로 이야기 흐름을 놓쳐버릴 것 같았다.

근데 상처는 징그러워…..",긍정
검은여우,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
손기정,3,재밌게 보다가 급 존나친절하게 과거풀어줄때 싸하더라,긍정
Naples,3,처음엔 신기했지만. 나중엔 지루하다,긍정
☀️🌕⭐️,2.5,시원시원한 액션으로 키일링~ 타임~,중립
양찬결,1.5,몰입을 방해하는 갑작스러운 설정과 어색한 윤계상의 연기력,부정
신원형,2.5,소재랑 액션은 좋았으나 정작 뚜껑을 열어보니 클리셰 덩어리가 잔뜩 묻은 스토리가 있었다,중립
Min,3,신선하고 재미있는 소재 하지만 아쉬운 활용도.,긍정
메멘토,4,유체이탈 비리 범죄소탕이란 감칠맛나는 새로운 스토리와 유체이탈 표현을 위해 몸주인과 영혼주인을 교차하며 그려낸 편집기법은 이 영화의 백미다.,긍정
young159,3,타격감있는 액션신은 맛있었는데 울 선생님이 과도한 플래시백  쓰지 말랬는데...,긍정
CHOPA,4,"연기, 액션 취저
임지연은 날아오를거라 생각했었고
윤계상은 더 좋아졌다",긍정
이종인,2.5,"스토리도 잡고 싶고, 액션도 잡고 싶고. 막상 둘 다 제대로 못잡은 그런 욕심쟁이 영화.

남양주의 병원 씬부터 괜찮았던 킬링타임용 영화가 C급 싸구려 영화로 변하기 시작한다. 너무 친절해도 별로에요.",중립
비니무비,2.5,진짜 유체이탈을 경험한 듯하다,중립
김민재,3.5,후반부에 갈수록 뻔한 전개였으나 신선하고 액션신은 잘 만들었다.,긍정
손호건,3,뷰티인사이드+K-존윅의 맛..?,긍정
최현진,2,세련된 전주로 귀를 사로잡다가 후렴에 이르러 전형적인 전개로 식상함을 자아내는 후크송처럼.,부정
YongJo,3,"어수선한 시작과 찝찝한 결말.
어떤 자세든 제대로 맞추기만하면 된다지만 자신에게 알맞은 스탠스를 취하지못하면 제아무리 잘 쳐낸다하더라도 어설퍼보일 수 밖에 없다.",긍정
주녁,3.5,내가 너였을 때,긍정
스까잉,3.5,꿀잼,긍정
자유로운소년,3,"유체이탈 이라는 신선한(?) 설정과 막판에 몰아친 액션이 나름 좋았네요...
그런데 여전히 이런 류의 영화는 여주인공이 여전히 민폐(?)인게 좀 아쉬웠다면 아쉬웠지만...
윤계상 님의 열연이 괜찮아서 재밌게 볼만했습니다~",긍정
왕도균,3,딱 3점짜리 그냥 볼만함,긍정
조신익,2.5,액션 영화로서의 잠재력은 매우 충만하지만,중립
소금,1,옹골찬 노잼,부정
희정,0.5,총체적난국,부정
애니평식,1.5,제목을 잘 지어야 되는 이유(내 유체를 이탈시키는 영화),부정
Apoteosis,3.5,역시 차는 BMW네,긍정
행복해,0.5,최악,부정
라라,3,서사가 지루하다,긍정
류양,3,"어딘지 본듯한 스토리들의 짜깁기같으나 윤계상의 몸사리지않은 액션연기는 칭찬할 만하다
🎬 메가박스 분당",긍정
Jiyoung Marine Lee,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
LeeCh,3,"우선 의식이 몸을 옮겨다닌다는 설정은 꽤 참신하고 힘있게 느껴진다.
액션 시퀀스는 '아저씨', '다만악', '존 윅' 등을 지나치게 참고한 듯한 기시감이 들긴 하지만,  전체적으로는 오락영화로서 부족함 없는 눈요기가 되어주었다.

하지만 영화 내내 조연은 물론 주연급 인물들의 매력까지 제대로 어필하지 못해, 미스테리가 밝혀진 후 오히려 이야기의 동력이 급격히 줄어드는건 맹점이다.",긍정
김성혁,3,넋이 나가기는 했다만...,긍정
모나도,4,"한점차로 이기고 있는 야구경기 보듯 쫄깃쫄깃..
허나 9회말에 어이없게 끝내기 투런홈런 맞은 듯한 조금
아쉬운(이해가 안되는건 아니다만..) 결말..
그래도 올해 본 영화 중 킬링타임용으론 굿!
(211127)",긍정
황프로,4,"사상롯데, 백신패스관, 한국판 메멘토.",긍정
유창훈,2,구린 대본과 과장된 연기톤이 미스테리함을 잃게 만든다.,부정
Sanghyeok Lee,3,"2.9
미로 속에 나를 좀 오래 두는 느낌이었다.
절정부가 좀 길었다.",긍정
Sanson Kim,4,"별로 볼 생각도 안했는데 메가박스 OT 때문에 봤다..

뭐지?
예상보다 몰입해서 봐버렸네",긍정
R.,3,"""신선한 스토리의 끈을 이어가지 못한 부분은 어설프고 액션부분을 짧고 강하게 풀어내는 적당한 킬링무비""
7/10
-유체이탈자-",긍정
강유현,2.5,"- 까보면 시시해지는 유체이탈

21.11.26 상봉CGV 원데이프리패스",중립
김미정,3,"액션 보는 재미, 소재는 신선한데 풀어가는 방식은 너무 예상되는 부분. 웃음을 유도한건진 모르겠지만 팝콘먹던 아저씨들만 껄껄거리며 웃으심.",긍정
MOON people,3,"그럭저럭 볼만 했다.
몸이 바뀌고 그 안의 정신은 주인공이라는 대비를 표현하기 위한 편집 표현이 아주 매끄러웠다.",긍정
낙관적고양이,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
골드문트,4,"영화 [유체이탈자(Spiritwalker)]
​
한 줄 평 : 올해의 한국 액션 영화 ★★★★ (별 다섯 개 만점이라 치고, 호불호는 갈리겠지만)
​
몇 줄 평 : 황당한 설정에 개연성을 억지로 주입한 후, 눈을 현혹시키는 액션으로 관객의 멱살을 잡고 억지로 끌고 가는 연출이지만, 재미있다.
​
사실 말도 안 되는 판타지 영혼 빙의 액션이라 평가절하 받을 수도 있어 보이는데, 이 말도 안 되는 설정에 그래도 한줄기 개연성을 살며시 집어넣었기에 너그러운 관객이라면(나처럼) 그래 그럴 수도 있지, 하며 영화를 즐길 수 있으리라.
​
주요 설정 빼고는 어디선가 본 듯한 익숙한 장면들 투성이지만, 그래도 나름 각본에 공을 꽤 들인 듯, 관객이 쉽사리 눈치 채지 못할만한 이야기 진행으로 꽤 흥미진진함을 선사해준다.
​
게다가 액션 연출만큼은 발군이어서, 시종일관 타격감 넘치는 총격전과 맨몸 격투 장면들로 채워졌으니, 액션 영화의 팬들에게는 선물 같은 작품이 아닐까.
​
괜찮은 시나리오와 훌륭한 액션 연출이 만나 주목할만한 한국 액션 영화가 탄생한 듯.
​
액션 영화의 팬이라면 강추! 👍
​
사족(蛇足)
설정의 장벽이 높아 이해하기를 포기하거나 개인의 성향에 맞지 않을 경우, 망작으로 느낄 수도 있을 듯....
​
#유체이탈자 #Spiritwalker #윤계상 #박용우 #임지연",긍정
🖌✈️,3,"소재는 신박
디테일은 이유는 아몰랑",긍정
아무개,5,"스토리의 긴박한 흐름때문에 윤계상이 연기할 틈이 없어서 좀 아쉬웠다.
추후에 감독판이 나오고 잔여 필름이 남아 있다면 윤계상 연기부분을 좀 더 삽입해 줬으면 좋겠다.",긍정
밍서,2,자신에게 일어난 일을 다양한 인물들의 몸에 들어가서 알아낸다는 소재는 괜찮은 것 같으나… 정말 소재만 좋다.,부정
민용,4,이토록 시원한 장르적 성취. 연기가 아쉽다.,긍정
rainhard94,3.5,언럭키 뷰티인사이드,긍정
coenjung,2.5,어이없는 비밀이 풀리는 순간 나도 유체이탈자가 된다.,중립
이승엽,2,"대사가 어색한 윤계상...
액션 원툴 배우로써 활용법을 찾은듯하다.

영화는 뷰티인사이드 뷰티풀선데이 회생부활자의 스토리를 짬봉시켜 만든 영화.

스토리도 그닥 액션도 그닥...
그나마 찾자면 임지연씨의 연기

얼굴 바뀌는 윤계상 스토리를 너무 집중하게 하고 결말은 또 흐지부지 되다보니 관객은 힘이 빠질수밖에...",부정
감각들,3,처음에 나만 박용우랑 부장이랑 헷갈렸나,긍정
여인수,3.5,존윅교과서 열심히 본 K존윅,긍정
강민수,3.5,설정을 받아들이는 것이 영화를 재미있게 보는 첫걸음이지.,긍정
HAN,3,소재는 괜찮은데 영화는 왜 이따위지? 헐리우드판을 기다려야겠군 ㅋ,긍정
박준현,3.5,신선한 소재와 강렬한 액션에도 힘에 부친 후반부.,긍정
seong,2.5,나는 분명 영화를 봤는데 '괜찮은 만화 한 편 봤다'고 생각했을까.,중립
YCLeo,4,기대없이 봤는데 재밌는데…?,긍정
최영생,4,"존윅 세계관에 갖다놔도 이질감 없을 듯한 훌륭한 액션.

윤계상, 박용우는 말할 것도 없고
임지연 배우에 반했다!

미스테리를 한꺼번에 풀어버린 점은 아쉽지만
시간관계상 어쩔 수 없는 선택이었는 듯.",긍정
박영철,5,꼭 보고싶습니다,긍정
잇시,2.5,좋은 소재를 아쉽게 풀어나간다,중립
Seung Cheol Lee,1.5,강릉은 사시미 유체이탈은 총,부정
가엘22,2,극장이탈자,부정
푸른하늘 속 너는 너무나도 빛났기에,1,유체이탈을 가지고 이거밖에 못하다니...,부정
John kwak,2.5,윤계상의 다중연기만 기억에 남는다,중립
징조,1,정신 1도 없고 개뿔 뭔소린지 이해도 안되는데 재밌어서 용납됐던건 오직 테넷뿐이오.,부정
시준,1.5,이거 보고 유체 이탈해버림.,부정
yay,,"오늘 늦은 낮잠에서 자다 깼는데, 틀어져 있는 티비 속 영화에서 서래의 첫 남편이 다음 남편의 손에 죽고 있었다. 다음 장면은 주인공으로 보이는 윤계상이 철썩이와 함께 물 속의 차에 갇힌 장면. 이 조합 뭐지 싶고 반가운 마음에 자다 깬 몽롱한 상태에서 이 영화에 대한 호감이 생겼다. 이 호감만으로 언젠가 틀어보고 싶은 영화.",알 수 없음
🩷🩷🩷,2.5,유튜브로 짧게 보다가 호기심이 들어서 영화를 틀었는데 마지막에 열린 결말로 끝이 나서 허무했다.,중립
네모바보,3,"21.11.25.
증오했던 이들의 모습을 한 채, 그는 계속되는 갑갑함 속에.",긍정
lllllIllIllI,2,신선한 소재에 온갖 재료를 다 끼얹어서 잡탕이 된 영화.,부정
AIfredo,2,원인이 밝혀지면서 급격히 시시해진다..,부정
서해,2.5,"스토리는 좋은데 결말은,, ?",중립
콩이,2,"첫 혼자 영화 아마도
영화관에 나 혼자라 나갈 때 무서워 죽는줄!!!",부정
이혜리,2,2024.10.11.,부정
castiel,1.5,그나마 치고받고,부정
라온필름 Laon Film,2.5,이 영화에서 가장 궁금한건 유체이탈이 아닌 무한 총알 총.,중립
PAZOREGGI,2.5,(+) 재미있는 설정에 덧붙인 '제이슨 본'+'뷰티 인사이드'에 결국 '존 윅'까지. 그리고 영화 속 조직은 국가기관인 뭔지 헷갈리긴 하지만 구성원이 하나같이 저런 식이면 도대체 왜 운영되고 있는 것일까.,중립
Jun.__.Film,1.5,아오.,부정
커피홀릭,3.5,핫도그가 이렇게 중요한 장치일 줄일야 ㅎㅎㅎ 소재나 콘셉은 너무 개취인데 과도하게 액션이 많다 보니 스토리가 많이 아쉬웠음,긍정
Trainspot,2,"이런 이야기에 유체이탈 소재는 아깝다.
240517",부정
Daydreamer,2.5,난잡한 전개에 너무 많은 등장인물들. 소재는 참신했다.,중립
햇빛귀신참패삼진아웃,2,장첸의 원맨쑈.,부정
나잇무비,2,액션은 괜찮았지만 스토리는 별로,부정
이듬해질녘꽃피는봄,2,ADHD 같은 연출에 장황한 세팅을 따라가길 포기한다.,부정
Kyung Deuk Noh,2,"드디어 이게 무슨 영화인지를 확인.
마지막 클라이막스 액션씬이 좀 아쉽지 않았나 싶네.",부정
Victor,4,"보통이에요.
2024. 1. 14.",긍정
epis,0.5,ㅋㅋㅋㅋㅋ,부정
siesta,1.5,뷰티인사이드 액션판,부정
Chanho Lee,0.5,유체이탈해서 영화관을 빠져나오고 싶었다,부정
dancingwithyourghost,3,나액션좋아하는거같음,긍정
무노조,2,"""참신한 설정, 무미건조한 영화""

국정원의 비리에 연루되어 유체가 정기적으로 이탈하고 환각증세를 겪게되는 주인공이 연인을 지키고 빌런과 맞서게된다는 이야기

영혼이 이동된다는 설정은 나름 새로웠으나
결국 빌런과 맞서고 싸운다는 참으로 단순한 이아기를 이토록 지루하고.. 흥미없게 만들었다는 생각이 자꾸만 들었다

결국 재미없었고 액션씬은 볼만한정도

임지연은 이쁘게 잘 나왔다 연기도 잘하고
배우들의 연기는 좋았다",부정
박준호,2.5,2023.10.10,중립
신록,4,"설정이 다했다.
판타지와 액션 미스터리 수사
장르의 결합",긍정
타시,3,"한국영화에서 보기 힘든 '메멘토'식 플롯으로 시작해서
'달콤한 인생'으로 끝.",긍정
keorm,2.5,"분명 중반부까지의 흡인력은 대단하다. 그러나 유체이탈의 이유를 설명하면서 내리막을 걷는다. 현실과학을 넘어 서거나 다른 근거를 찾는게 어려웠을까?? 조금 더 다층적 구성과 설득력 있는 이유가 있었다면 차원이 다른 영화가 되었을텐데 아쉽다.
=================
2021년 11월 24일에 개봉한 윤재근 감독, 윤계상, 박용우, 임지연 주연의 한국 영화. 설정은 신선하지만 그것을 잘 활용하지 못했다는 평가가 많다. 특히 후반부의 줄거리는 완전히 무너진다는 평이 많다. 전반적인 스토리가 기존의 영화들과 비슷한 소재로 쓰였다. 그 외에 액션이나 배우들 연기는 좋은 평가를 받고 있다.

“누가 진짜 나인지 모르겠어요” 교통사고 현장에서 눈을 뜬 한 남자. 거울에 비친 낯선 얼굴과 이름, 자신이 누구인지 기억이 나지 않는다.

“또 바뀌었어. 낮에도 바뀌더니 밤에도 또” 잠시 후, 또 다른 사람의 몸에서 깨어난 남자. 그는 12시간마다 몸이 바뀐다는 사실을 깨닫게 되고, 자신을 둘러싼 사람들 사이의 연결고리를 찾기 시작한다. 그가 12시간마다 몸이 바뀌었던 사람들, 가는 곳마다 나타나는 의문의 여자까지, 그리고, 이들이 쫓고 있는 한 남자, ‘강이안’.

“이제 알게 됐어. 내가 뭘 해야 되는지” 모두가 혈안이 되어 쫓고 있는 ‘강이안’이 바로 자신임을 직감한 남자, 자신을 찾기 위한 사투를 시작하는데…진짜 나를 찾기 위한 본능적 액션이 시작된다!
------------------------
윤재근의 [유체이탈자]는 [뷰티 인사이드]와 [퀀텀 리프(광속인간 샘)]을 반반씩 섞은 것 같은 설정으로 시작되는 영화입니다. 윤계상이 기억을 잃은 캐릭터로 나오는데 이 사람은 12시간마다, 그러니까 12시 정각을 칠 때마다 다른 사람의 몸으로 빨려들어갑니다. 이런 일들이 반복되면서 주인공은 자신이 실종된 정보요원 강이안이고, 자신이 몸을 갈아탄 사람들이 그 주변인물이라는 사실을 알게 됩니다.

게임과 같은 구성입니다. 첫 몇 분은 튜토리얼입니다. 일단 감이 잡히면 주어진 단서를 수집하고 쫓아오는 남자들에서 달아나는 미션이 진행됩니다. 그러다 이 모든 사실을 설명하는 회상장면이 길게 이어지고 그 뒤부터는 건 카타입니다.

의외로 설정을 설명하는 데에 나름 공을 들이고 있습니다. 물론 그런다고 인위성이 사라지거나 그러지는 않습니다. 예를 들어서 12시 정각에 몸이 바뀌는 건 순전히 우연이거든요. 그래도 12시간 간격과, 몸이 바뀌는 이유에는 나름 장르적인 설명이 붙어 있습니다. 다는 아니고 한 30퍼센트 정도는 설명된다고 할까요. 그 정도면 충분하지요. 우리가 주변에서 벌어지는 모든 일들의 이유에 대해 다 알 수는 없는 법이니까요. 어차피 내용 상당부분이 맥거핀으로 채워져 있는 영화입니다. 상당수는 다른 무언가로 교체되어도 이야기엔 큰 지장이 없어요.

주인공의 몸은 꾸준히 바뀌지만 윤계상은 계속 나옵니다. 앞에서 언급한 [퀀텀 리프]와 같은 트릭을 쓰고 있어요. 카메라 앞에서 주인공은 계속 윤계상입니다. 하지만 주인공이 거울을 보거나 다른 사람의 시점에서 보여질 때는 원래 몸 주인이 보이는 거죠. 존 카펜터가 [투명인간의 사랑]에서 비슷한 트릭을 쓴 적 있습니다. 체비 체이스의 캐릭터는 투명인간이지만 꼭 투명인간으로 보여져야하는 장면만 빼면 그냥 관객들 눈에 보이죠.

진행속도는 빠르고 액션도 좋은 편입니다. 단지 건 카타 부분에서는 주인공이 거의 슈퍼히어로와 같은 만능이어서 좀 지치는데, 이것도 요새는 관습이 된 것 같습니다. 하지만 이 영화에선 액션의 주체가 어느 정도 핸디캡을 갖고 있을 때가 더 재미있습니다.

나오는 거의 모든 사람이 의심스럽지만 '여자주인공'인 임지연 캐릭터만은 예외 입니다. 저 같으면 주인공을 한 번 임지연 몸에 넣었을 거 같습니다. 이 영화를 만든 사람들도 생각을 안 한 건 아닐 거예요. 하지만 그 뒤에도 윤계상이 계속 나온다면 자연스럽게 액션이 이어지기 어려웠을 거고, 아마 이들은 '여자주인공'의 순수성을 보존하고 싶었던 게 아닐까요. (21/11/30)

기타등등
1. 개봉 전에 이미 리메이크 판권이 할리우드에 팔렸다고 합니다.

2. [엑시트]가 그랬던 것처럼 천래훈 특수효과감독에게 헌정되었습니다.",중립
김대겸,2.5,'액션 괜찮네'.......그것 밖에 칭찬할 게 없다.,중립
아상블라주,2,아니… 전 영화관에서 봤는데….영화 시작한지 20분쯤? 제가 유체이탈을 해버려서요… 기억이 나질 않아요…🥺,부정
미니,3,핫도그만 기억난다,긍정
손태하,3,"공들인 각본, 박용우의 연기.",긍정
비비왕,4,2023.7.21 4.0,긍정
박우형,2,인기 소재는 다 끌어다 썼는데 이상하게 노잼,부정
김용모,2.5,관객의 입장에서 정한 제목인가?,중립
장승희,3,with강욱,긍정
와츄롱,3,"저예요, 핫도그",긍정
시네마우스,3,나름 신선한 소재였음,긍정
안우전,2.5,"보는내내 정리가 안되고, 몸이 바뀌는 설정의 원인이 조금 아쉬운 것 같다. 물론 배우들의 연기와 액션씬은 좋았음.",중립
SOON,3,"중반까지 관객을 사로잡지 못한것이 조금 아쉽다. 물론 나만 사로잡지 못했을지도 모르겠지만, 이 소재가 너무나도 흥미로웠기에 초반에는 기다려줄만 했었다. 하지만 점점 집중력이 떨어져갔다. 결국 마지막 30분에 모든것을 보여주는것이 크리스토퍼 놀란 감독의 인터스텔라같이 조금은 지루했다. 하지만 인터스텔라는 반전이 있었고, 이 영화는 그렇게 큰 반전은 없었다. 하지만 배우들의 캐미와 연기력 그리고 신선한 소재 덕분에 마지막 30분 역시 재밌게 볼 수 있었다. 조금 더 뒷통수 칠만한 스토리였다면 어땠을까? 왜 그 약이 그약이었어야 했을까? 싶다. 주인공이었던 윤계상배우와 박지환배우의 캐미가 참 좋았던 영화였다.",긍정
H.,3.5,각본 0.5 + 연출 3.0,긍정
AzureSky,2,어떻게든 이해시키려는 노력.,부정
희진,1.5,처음부터 끝까지 혼돈의 카오스.,부정
정경호,2,신데렐라의 미스터리 액션영화,부정
Kyung,2.5,내 멘탈이 이탈 중,중립
Elly,0.5,이런 영화는 그만 만들자.,부정
박석호,2,재미도 함께 이탈.,부정
왓챠쟁이,4,"악당이 시원하게 다 죽여버리는게 ㅈㄴ 웃기네 ㅋㅋㅋㅋㅋ

""아 ㅈㄴ 시끄럽네"" 탕!
""아 몰라"" 탕!
그냥 탕!

존나 웃었음 ㅋㅋㅋㅋㅋㅋㅋ",긍정
강현규,3,"이 신박한 소재를 가지고 왜이렇게 못만들고 재미가 없을까 곰곰히 생각해봤는데,

1. 소재는 좋은데 결국 시나리오 전개는 뻔하디 뻔한 마약과 배신자 국정원 근데 그 안에 반전도 없고 사건전개를 해야하니 몇몇 인물구도를 바꿔주고 행동도 변화시키는데 거기서 발생하는 부자연스러운 개연성이 거슬림.

2. 근의 공식 버금가는 고이고 고인 전형적인 공식으로 찍은 액션물, 드라이한것도 드라이하지만 카메라 앵글 진행방향, 다각도에서 찍어서 이어 붙이는것까지 그냥 전형물 그 자체인데 초반 넘어가면서 시나리오 파악하고 결말이 보이기까지 함. 이때부터 하품 시작.

3. 미장셴까지 바랄만한 수준이 아니란건 일찍 감잡았지만 미적인 요소가 아예없음. 그냥 정직 그자체.

4. 배우들의 연기 나쁘지 않은데 그걸 미적인 연출없이 그냥 담다보니 윤계상 초반에 입벌리고 놀라는 연기부터 이미 몰입이 안됨. 연기가 어설퍼보이기까지 함. 입벌리고 놀라는 연기, 총맞고 기는 연기, 오큘러스 쓰고 허우적대는 연기, 머리때리면서 화내는 연기.

5. 모든 연출이 극적 요소로 이루어짐. 네추럴이 없음.

-

6. 그래도 좋았던건 같은씬 안에서 거울을 이용해 인물들 크로스 시키는 연출. 자동차액션과 총격전등 액션. 간간히 하드캐리한 CG들.",긍정
돈만스키보드워리어,1.5,보다가 자리 이탈,부정
우상준,1.5,ㄹㄹ,부정
송용후,2.5,"액션은 좋은데 뭔가 난잡하다
리뷰보면 재밌어보이는데 실제는 그닥...",중립
모노클,2.5,거지 아저씨 재밌을거 같아서 봤는데 그건 성공,중립
..,2.5,“이놈 저놈 아닙니다. 다 한 사람이에요.”,중립
산딸기,3,배우들의 연기와 액션이 살렸다.,긍정
은은한광인,1,어지러운 카메라 워킹과 정리되지 않은 산만한 스토리 전개 개연성 부족한 플롯들 어울리지 않는 배우들은 덤,부정
Seikoon72,1.5,30분 정도 지나면 나도 유체이탈..꿈나라,부정
펄루,1.5,"초반의 분위기를 후반까지 끌고 가지 못함
박용우의 약에 취한 행동이 나오면서 개연성 박살
여자는 왜 살려 두는지 총은 왜 오른쪽 가슴에 쏘는지 뒤로 가면 갈 수록 이 영화를 보기 시작한 나를 탓하게 됨

액션은 나쁘지 않았음",부정
SON,1,"이것 저것 어디서 보던 것들, 편한 설정들",부정
이기호,1.5,장르는.... 졸작....,부정
KUN,2,"절실하게 납득하고 싶었고, 간절하게 몰입하길 원했다.",부정
창문너머호수,3.5,"열연한 주,조연 배우들 때문에 반 별 플러스",긍정
531,1.5,"얼렁뚱땅 황당한 개연성. 신선한 소재를 들고 오려고 시도했으나, 결국 늘 보던 K조폭 영화, 그 정도.",부정
Pomecloud,3,과한 친절함은 독이다,긍정
전재욱,2,산만해서 정신만 이탈됨,부정
Song,2.5,"본 스러운 액션.
근데 '약'이라는 개연성은 좀.",중립
김주호,1.5,소재만 좋았다.,부정
마술빗자루,3,"윤계상 배우를 비롯해 모든 배우들의 연기는 흠잡을 데 없었지만 그래도 아쉬운 이 마음은 무얼까?
1인 다역으로 극을 이끌어가는 것은 물론 흥미로운 시도였으나 극 중반부터는 긴장감이 서서히 풀어지는 것을 막을 수가 없었다.
차라리 몸을 좀 덜 옮겨가고 마무리를 탄탄하게 했으면 좋았겠다 싶다..",긍정
dltcmal,1.5,"영화 시작 15분안에 관객의 눈을 사로잡지 못하면 그뒤는 다 헛소리로만 들릴뿐
220813",부정
태수,0.5,누가 진짜 영화를 보는 나인지 모르겠어요......,부정
MOAAI🗿,2,"희한한 소재로 만든
뻔한 액션물",부정
태영훈,0.5,병신영화,부정
HJ,3,"발상이 특이해서 보게 되었고, 줄거리가 궁금해서 끝까지 보게 됨.

다만, 서사가 허술하고, 등장인물들이 잘 정리되지 않는다.",긍정
유정,1.5,"처음엔 신선하고 재밌어서 나름 몰입하며 봤는데, 갈수록 엉성해지는 전개에 김이 빠졌다. 남은건 액션과 여러 조연들의 연기력?",부정
마태오,2,좁은 공간에서 허우적 되듯이.,부정
Hyeon,3.5,21.11.28.,긍정
팝콘코인,0.5,스포일러가 포함되어 내용을 생략했습니다.,부정
서진,4,"신박한 설정과 흥미로운 스토리.
정교하지 않지만 충분히 재밌다.",긍정
미레도레미미미,1.5,"초반 10분만 흥미롭고 뒤에는 너무 노잼
이런 흥미로운 소재를 갖고 이렇게 진부하게 푸는 것도 능력이다...

2022.7.31",부정
아트레이디스,2,"정말 이탈하고 싶었다....극장을
기억나는 것은 핫도그",부정
뚝심있는 남자 고뚝심,1.5,소재는 좋은데…,부정
류영선,2.5,윤계상이 어느순간부터 믿고보는 연기자가 되었다.,중립
너에게 가마,3.5,신선도 반복되면 식상하다.,긍정
BB,1.5,그럴듯하게 시작해서 모든 것이 이탈된다.,부정
summer,4,"수작.
시나리오가 좋다.
헐리우드에서 리메이크하면 꽤나 흥행하지 않을까?

시원하게 제이슨 스타뎀 식이나
비장하게 키아누 리브스 식이나",긍정
조재호,3,"일단 과학적인 건 차치하고 논리적으로도 말이 안 되며, 진행이 굉장히 뻔하긴 하다.
다만 액션 등 의외의 부분에서 가능성을 보여준다.",긍정
류태종,3,생각보다 재밌네? 뻔하긴 하지만 보는 맛은 있음,긍정
김현범,3,"2022.6.13
인천발-파리행 비행기 안에서",긍정
Nonamed,2.5,"달갑지 않은 액션
존윅보다는 바이오하자드 벤디타를 더 참고한것같다
스토리는 엄마가 영혼이탈한 그영화급
희생부활자라는 소리다",중립
비틀즈,2,흥미롭게 잘 진행되다가 갑자기 어느순간부터 평범한 오락영화로 전락해버렸다,부정
박정민,4.5,"역시 제일 무서운놈은 예측할수 없는놈
박용우 아저씨 넘 무서워용",긍정
validbean,3,아무리 판타지니 sf니 해도 무지랭이가 봤을 때 대강 납득은 돼야 됨ㅋㅋㅋㅋ,긍정
이용일,3,좀더 잘 다듬었으면 꽤 좋은 영화가 될수 있을것 같다.,긍정
MJ,1,박용우의 재발견,부정
훈훈훈,3,연출이란 단어를 모르는 창의적인 초등학생,긍정
손민규,1.5,"2022.6.18.
노숙자형만 불쌍하지...",부정
매콤한인생,3,"제목만 좀 다르게 지었어도

스크린에서 박용우를 더 보고 싶다.",긍정
윤석영,2.5,"에테르 엑스
12:00
마지막에 건 카타 액션 🎥 아저씨 따라 했네",중립
박철우,3.5,"이 정도면 그냥저냥 볼만한 것 같다. 말이 안되는 부분이 좀 있지만, 연기와 액션으로 볼만하다.",긍정
유니스,1.5,"소재만 참신

넷플",부정
김윤미,1.5,"내 영혼이 이탈됨,,",부정
김윤태,2,억지스럽다,부정
MaD RaKun,2,배우들의 연기에 너무 많은 걸 기대네.,부정
자은,2.5,"아저시 저 핫도그애요,, 라는 대사만 기억남 ㅋ ㅋ ㅜ ㅜ ㅋ ㅋ",중립
장운서,2.5,"아저씨의 아류작 초반에 좀 재밋다가 후반부로 갈수록 뻔한 예상 스토리로 흘러가는데 여자는 총을 존나 맞아도 안죽냐 왜

킬링 타임으론 괜찮",중립
뉴진스,1,아…. 내 정신도 이탈했다.,부정
지수,2,핫도그 고로케 난 호떡,부정
MH,1,아저씨 저예요 🌭!,부정
Charles Kim,2.5,못볼건 아냐,중립
smilegorany,4,"초반엔 조금 루즈하지만, 중반~후반에는 흥미롭게 즐길 수 있는 킬링타임 영화. 말도 안 되는 1vs다 싸움이라거나 바보같이 시간을 끄는 빌런 같이 흔히 볼 수 있는 아쉬움이 여기에도 있지만, 독특한 설정이 그래도 재밌었다.",긍정
김용,1,소재만 신선..,부정
JungHwanPark,2.5,"소재는 좋았으나, 구성이 부족해 이야기의 흐름에 몰입감이 떨어진다
그리고 한 명이서 적진을 다 깨부수는 이런 억지 액션은 좀 지양했으면... 영웅담도 아니고...",중립
관민,3,"빛난 소재, 빛바랜 플롯",긍정
정재훈,3,"재료 좋음
신박함",긍정
손혁,1.5,지나치게 편리하게 짜인 플롯으로 긴박감과 몰입갑을 주는데 실패하다.,부정
